,pl_name,hostname,pl_rade,st_mass,sy_pnum
2623,Kepler-192 simulated 2,Kepler-192 simulated 477,0.6021979899627625,0.94,7
2624,Kepler-192 simulated 3,Kepler-192 simulated 477,0.5861869907364095,0.94,7
2625,Kepler-54 simulated 478,Kepler-54 simulated 478,2.1,0.51,7
2626,Kepler-54 simulated 478,Kepler-54 simulated 478,1.23,0.51,7
2627,Kepler-54 simulated 478,Kepler-54 simulated 478,1.53,0.51,7
2628,Kepler-54 simulated 0,Kepler-54 simulated 478,2.646947518456814,0.51,7
2629,Kepler-54 simulated 1,Kepler-54 simulated 478,4.0,0.51,7
2630,Kepler-54 simulated 2,Kepler-54 simulated 478,4.0,0.51,7
2631,Kepler-54 simulated 3,Kepler-54 simulated 478,3.635488587935714,0.51,7
2632,Kepler-416 simulated 479,Kepler-416 simulated 479,2.48,1.0,7
2633,Kepler-416 simulated 479,Kepler-416 simulated 479,2.45,1.0,7
2634,Kepler-416 simulated 479,Kepler-416 simulated 479,1.61,1.0,7
2635,Kepler-416 simulated 0,Kepler-416 simulated 479,1.7781861458579602,1.0,7
2636,Kepler-416 simulated 1,Kepler-416 simulated 479,2.207815785000415,1.0,7
2637,Kepler-416 simulated 2,Kepler-416 simulated 479,2.6972452538472167,1.0,7
2638,Kepler-416 simulated 3,Kepler-416 simulated 479,3.1601846127972726,1.0,7
2639,Kepler-127 simulated 480,Kepler-127 simulated 480,1.4,1.27,7
2640,Kepler-127 simulated 480,Kepler-127 simulated 480,2.66,1.27,7
2641,Kepler-127 simulated 480,Kepler-127 simulated 480,2.64,1.27,7
2642,Kepler-127 simulated 0,Kepler-127 simulated 480,3.187379630091681,1.27,7
2643,Kepler-127 simulated 1,Kepler-127 simulated 480,4.0,1.27,7
2644,Kepler-127 simulated 2,Kepler-127 simulated 480,4.0,1.27,7
2645,Kepler-127 simulated 3,Kepler-127 simulated 480,3.1229315858253424,1.27,7
2646,Kepler-298 simulated 481,Kepler-298 simulated 481,1.96,0.66,7
2647,Kepler-298 simulated 481,Kepler-298 simulated 481,1.93,0.66,7
2648,Kepler-298 simulated 481,Kepler-298 simulated 481,2.5,0.66,7
2649,Kepler-298 simulated 0,Kepler-298 simulated 481,3.7645584409698913,0.66,7
2650,Kepler-298 simulated 1,Kepler-298 simulated 481,3.465837909113557,0.66,7
2651,Kepler-298 simulated 2,Kepler-298 simulated 481,3.8441553060666047,0.66,7
2652,Kepler-298 simulated 3,Kepler-298 simulated 481,4.0,0.66,7
2653,Kepler-327 simulated 482,Kepler-327 simulated 482,1.11,0.59,7
2654,Kepler-327 simulated 482,Kepler-327 simulated 482,1.03,0.59,7
2655,Kepler-327 simulated 482,Kepler-327 simulated 482,1.73,0.59,7
2656,Kepler-327 simulated 0,Kepler-327 simulated 482,3.007755971268215,0.59,7
2657,Kepler-327 simulated 1,Kepler-327 simulated 482,4.0,0.59,7
2658,Kepler-327 simulated 2,Kepler-327 simulated 482,4.0,0.59,7
2659,Kepler-327 simulated 3,Kepler-327 simulated 482,4.0,0.59,7
2660,Kepler-122 simulated 483,Kepler-122 simulated 483,2.34,1.08,7
2661,Kepler-122 simulated 483,Kepler-122 simulated 483,2.2,1.08,7
2662,Kepler-122 simulated 483,Kepler-122 simulated 483,2.6,1.08,7
2663,Kepler-122 simulated 483,Kepler-122 simulated 483,1.75,1.08,7
2664,Kepler-122 simulated 0,Kepler-122 simulated 483,4.0,1.08,7
2665,Kepler-122 simulated 1,Kepler-122 simulated 483,3.245756845135933,1.08,7
2666,Kepler-122 simulated 2,Kepler-122 simulated 483,3.584528225525283,1.08,7
2667,Kepler-286 simulated 484,Kepler-286 simulated 484,1.24,0.96,7
2668,Kepler-286 simulated 484,Kepler-286 simulated 484,1.37,0.96,7
2669,Kepler-286 simulated 484,Kepler-286 simulated 484,1.33,0.96,7
2670,Kepler-286 simulated 484,Kepler-286 simulated 484,1.77,0.96,7
2671,Kepler-286 simulated 0,Kepler-286 simulated 484,1.1874497599300855,0.96,7
2672,Kepler-286 simulated 1,Kepler-286 simulated 484,1.2920044050189705,0.96,7
2673,Kepler-286 simulated 2,Kepler-286 simulated 484,1.3203393449818865,0.96,7
2674,Kepler-196 simulated 485,Kepler-196 simulated 485,1.9,0.85,7
2675,Kepler-196 simulated 485,Kepler-196 simulated 485,2.24,0.85,7
2676,Kepler-196 simulated 485,Kepler-196 simulated 485,2.661,0.85,7
2677,Kepler-196 simulated 0,Kepler-196 simulated 485,1.8062527440675575,0.85,7
2678,Kepler-196 simulated 1,Kepler-196 simulated 485,3.0376065102371212,0.85,7
2679,Kepler-196 simulated 2,Kepler-196 simulated 485,4.0,0.85,7
2680,Kepler-196 simulated 3,Kepler-196 simulated 485,4.0,0.85,7
2681,Kepler-197 simulated 486,Kepler-197 simulated 486,1.02,0.86,7
2682,Kepler-197 simulated 486,Kepler-197 simulated 486,1.23,0.86,7
2683,Kepler-197 simulated 486,Kepler-197 simulated 486,1.22,0.86,7
2684,Kepler-197 simulated 486,Kepler-197 simulated 486,0.91,0.86,7
2685,Kepler-197 simulated 0,Kepler-197 simulated 486,0.9390826729176907,0.86,7
2686,Kepler-197 simulated 1,Kepler-197 simulated 486,0.5694042581499164,0.86,7
2687,Kepler-197 simulated 2,Kepler-197 simulated 486,0.6408391847654137,0.86,7
2688,Kepler-336 simulated 487,Kepler-336 simulated 487,1.02,1.09,7
2689,Kepler-336 simulated 487,Kepler-336 simulated 487,2.1,1.09,7
2690,Kepler-336 simulated 487,Kepler-336 simulated 487,2.37,1.09,7
2691,Kepler-336 simulated 0,Kepler-336 simulated 487,2.802940816335287,1.09,7
2692,Kepler-336 simulated 1,Kepler-336 simulated 487,1.6461550243995848,1.09,7
2693,Kepler-336 simulated 2,Kepler-336 simulated 487,2.1580769782952656,1.09,7
2694,Kepler-336 simulated 3,Kepler-336 simulated 487,3.316879716376806,1.09,7
2695,Kepler-311 simulated 488,Kepler-311 simulated 488,1.7,1.08,7
2696,Kepler-311 simulated 488,Kepler-311 simulated 488,1.43,1.08,7
2697,Kepler-311 simulated 488,Kepler-311 simulated 488,2.05,1.08,7
2698,Kepler-311 simulated 0,Kepler-311 simulated 488,3.9252246640013735,1.08,7
2699,Kepler-311 simulated 1,Kepler-311 simulated 488,4.0,1.08,7
2700,Kepler-311 simulated 2,Kepler-311 simulated 488,4.0,1.08,7
2701,Kepler-311 simulated 3,Kepler-311 simulated 488,3.412059153912869,1.08,7
2702,K2-58 simulated 489,K2-58 simulated 489,2.68,0.89,7
2703,K2-58 simulated 489,K2-58 simulated 489,1.62,0.89,7
2704,K2-58 simulated 489,K2-58 simulated 489,1.71,0.89,7
2705,K2-58 simulated 0,K2-58 simulated 489,0.7621723503054906,0.89,7
2706,K2-58 simulated 1,K2-58 simulated 489,0.6763806332595088,0.89,7
2707,K2-58 simulated 2,K2-58 simulated 489,0.5,0.89,7
2708,K2-58 simulated 3,K2-58 simulated 489,1.3728477222485629,0.89,7
2709,Kepler-24 simulated 490,Kepler-24 simulated 490,2.348,1.02,7
2710,Kepler-24 simulated 490,Kepler-24 simulated 490,2.514,1.02,7
2711,Kepler-24 simulated 490,Kepler-24 simulated 490,1.67,1.02,7
2712,Kepler-24 simulated 490,Kepler-24 simulated 490,2.78,1.02,7
2713,Kepler-24 simulated 0,Kepler-24 simulated 490,4.0,1.02,7
2714,Kepler-24 simulated 1,Kepler-24 simulated 490,4.0,1.02,7
2715,Kepler-24 simulated 2,Kepler-24 simulated 490,4.0,1.02,7
2716,Kepler-194 simulated 491,Kepler-194 simulated 491,1.51,1.09,7
2717,Kepler-194 simulated 491,Kepler-194 simulated 491,2.59,1.09,7
2718,Kepler-194 simulated 491,Kepler-194 simulated 491,2.4,1.09,7
2719,Kepler-194 simulated 0,Kepler-194 simulated 491,2.686913469184097,1.09,7
2720,Kepler-194 simulated 1,Kepler-194 simulated 491,2.666012233060945,1.09,7
2721,Kepler-194 simulated 2,Kepler-194 simulated 491,2.1612917455783855,1.09,7
2722,Kepler-194 simulated 3,Kepler-194 simulated 491,3.9533124113691103,1.09,7
2723,Kepler-107 simulated 492,Kepler-107 simulated 492,1.536,1.24,7
2724,Kepler-107 simulated 492,Kepler-107 simulated 492,1.597,1.24,7
2725,Kepler-107 simulated 492,Kepler-107 simulated 492,0.86,1.24,7
2726,Kepler-107 simulated 492,Kepler-107 simulated 492,2.903,1.24,7
2727,Kepler-107 simulated 0,Kepler-107 simulated 492,4.0,1.24,7
2728,Kepler-107 simulated 1,Kepler-107 simulated 492,4.0,1.24,7
2729,Kepler-107 simulated 2,Kepler-107 simulated 492,1.4241675776094205,1.24,7
2730,Kepler-336 simulated 493,Kepler-336 simulated 493,1.02,1.09,7
2731,Kepler-336 simulated 493,Kepler-336 simulated 493,2.1,1.09,7
2732,Kepler-336 simulated 493,Kepler-336 simulated 493,2.37,1.09,7
2733,Kepler-336 simulated 0,Kepler-336 simulated 493,3.3361681537445107,1.09,7
2734,Kepler-336 simulated 1,Kepler-336 simulated 493,3.787973276887084,1.09,7
2735,Kepler-336 simulated 2,Kepler-336 simulated 493,2.802578537003718,1.09,7
2736,Kepler-336 simulated 3,Kepler-336 simulated 493,2.3727800394197556,1.09,7
2737,Kepler-445 simulated 494,Kepler-445 simulated 494,1.58,0.18,7
2738,Kepler-445 simulated 494,Kepler-445 simulated 494,2.51,0.18,7
2739,Kepler-445 simulated 494,Kepler-445 simulated 494,1.25,0.18,7
2740,Kepler-445 simulated 0,Kepler-445 simulated 494,1.4037818448530224,0.18,7
2741,Kepler-445 simulated 1,Kepler-445 simulated 494,1.7641373396663185,0.18,7
2742,Kepler-445 simulated 2,Kepler-445 simulated 494,1.27672415177682,0.18,7
2743,Kepler-445 simulated 3,Kepler-445 simulated 494,2.1090301436862866,0.18,7
2744,Kepler-176 simulated 495,Kepler-176 simulated 495,1.43,0.79,7
2745,Kepler-176 simulated 495,Kepler-176 simulated 495,2.6,0.79,7
2746,Kepler-176 simulated 495,Kepler-176 simulated 495,2.51,0.79,7
2747,Kepler-176 simulated 495,Kepler-176 simulated 495,1.45,0.79,7
2748,Kepler-176 simulated 0,Kepler-176 simulated 495,1.3622369297012777,0.79,7
2749,Kepler-176 simulated 1,Kepler-176 simulated 495,2.423001372666883,0.79,7
2750,Kepler-176 simulated 2,Kepler-176 simulated 495,4.0,0.79,7
2751,Kepler-381 simulated 496,Kepler-381 simulated 496,0.99,1.2,7
2752,Kepler-381 simulated 496,Kepler-381 simulated 496,1.12,1.2,7
2753,Kepler-381 simulated 496,Kepler-381 simulated 496,1.067,1.2,7
2754,Kepler-381 simulated 0,Kepler-381 simulated 496,1.006394543344768,1.2,7
2755,Kepler-381 simulated 1,Kepler-381 simulated 496,1.6201507874320966,1.2,7
2756,Kepler-381 simulated 2,Kepler-381 simulated 496,3.991421003398044,1.2,7
2757,Kepler-381 simulated 3,Kepler-381 simulated 496,4.0,1.2,7
2758,Kepler-267 simulated 497,Kepler-267 simulated 497,1.98,0.54,7
2759,Kepler-267 simulated 497,Kepler-267 simulated 497,2.13,0.54,7
2760,Kepler-267 simulated 497,Kepler-267 simulated 497,2.27,0.54,7
2761,Kepler-267 simulated 0,Kepler-267 simulated 497,1.4201365484296724,0.54,7
2762,Kepler-267 simulated 1,Kepler-267 simulated 497,2.4903166772296172,0.54,7
2763,Kepler-267 simulated 2,Kepler-267 simulated 497,3.6889418596362225,0.54,7
2764,Kepler-267 simulated 3,Kepler-267 simulated 497,3.9640800724270853,0.54,7
2765,HD 136352 simulated 498,HD 136352 simulated 498,1.664,0.87,7
2766,HD 136352 simulated 498,HD 136352 simulated 498,2.916,0.87,7
2767,HD 136352 simulated 498,HD 136352 simulated 498,2.562,0.87,7
2768,HD 136352 simulated 0,HD 136352 simulated 498,2.549862501104842,0.87,7
2769,HD 136352 simulated 1,HD 136352 simulated 498,2.2080055318163425,0.87,7
2770,HD 136352 simulated 2,HD 136352 simulated 498,1.8488710105105666,0.87,7
2771,HD 136352 simulated 3,HD 136352 simulated 498,1.239960884146719,0.87,7
2772,Kepler-226 simulated 499,Kepler-226 simulated 499,1.55,0.91,7
2773,Kepler-226 simulated 499,Kepler-226 simulated 499,2.27,0.91,7
2774,Kepler-226 simulated 499,Kepler-226 simulated 499,1.22,0.91,7
2775,Kepler-226 simulated 0,Kepler-226 simulated 499,1.280745069876736,0.91,7
2776,Kepler-226 simulated 1,Kepler-226 simulated 499,1.3717019548004654,0.91,7
2777,Kepler-226 simulated 2,Kepler-226 simulated 499,1.3942204820369208,0.91,7
2778,Kepler-226 simulated 3,Kepler-226 simulated 499,1.2586885445457678,0.91,7
2779,Kepler-1468 simulated 500,Kepler-1468 simulated 500,1.73,1.04,7
2780,Kepler-1468 simulated 500,Kepler-1468 simulated 500,1.15,1.04,7
2781,Kepler-1468 simulated 500,Kepler-1468 simulated 500,3.332,1.04,7
2782,Kepler-1468 simulated 0,Kepler-1468 simulated 500,3.2337868575626585,1.04,7
2783,Kepler-1468 simulated 1,Kepler-1468 simulated 500,3.897170222582954,1.04,7
2784,Kepler-1468 simulated 2,Kepler-1468 simulated 500,3.42963589468045,1.04,7
2785,Kepler-1468 simulated 3,Kepler-1468 simulated 500,0.8775297628071103,1.04,7
2786,Wolf 1061 simulated 501,Wolf 1061 simulated 501,1.21,0.29,7
2787,Wolf 1061 simulated 501,Wolf 1061 simulated 501,1.66,0.29,7
2788,Wolf 1061 simulated 501,Wolf 1061 simulated 501,2.69,0.29,7
2789,Wolf 1061 simulated 0,Wolf 1061 simulated 501,4.0,0.29,7
2790,Wolf 1061 simulated 1,Wolf 1061 simulated 501,2.749378047833886,0.29,7
2791,Wolf 1061 simulated 2,Wolf 1061 simulated 501,3.1983725772569573,0.29,7
2792,Wolf 1061 simulated 3,Wolf 1061 simulated 501,2.5089040416773845,0.29,7
2793,Kepler-107 simulated 502,Kepler-107 simulated 502,1.536,1.24,7
2794,Kepler-107 simulated 502,Kepler-107 simulated 502,1.597,1.24,7
2795,Kepler-107 simulated 502,Kepler-107 simulated 502,0.86,1.24,7
2796,Kepler-107 simulated 502,Kepler-107 simulated 502,2.903,1.24,7
2797,Kepler-107 simulated 0,Kepler-107 simulated 502,4.0,1.24,7
2798,Kepler-107 simulated 1,Kepler-107 simulated 502,4.0,1.24,7
2799,Kepler-107 simulated 2,Kepler-107 simulated 502,3.5351688770011007,1.24,7
2800,Kepler-327 simulated 503,Kepler-327 simulated 503,1.11,0.59,7
2801,Kepler-327 simulated 503,Kepler-327 simulated 503,1.03,0.59,7
2802,Kepler-327 simulated 503,Kepler-327 simulated 503,1.73,0.59,7
2803,Kepler-327 simulated 0,Kepler-327 simulated 503,1.0201785978575928,0.59,7
2804,Kepler-327 simulated 1,Kepler-327 simulated 503,0.7918016889597579,0.59,7
2805,Kepler-327 simulated 2,Kepler-327 simulated 503,0.6641255143934464,0.59,7
2806,Kepler-327 simulated 3,Kepler-327 simulated 503,0.5998321809167556,0.59,7
2807,K2-58 simulated 504,K2-58 simulated 504,2.68,0.89,7
2808,K2-58 simulated 504,K2-58 simulated 504,1.62,0.89,7
2809,K2-58 simulated 504,K2-58 simulated 504,1.71,0.89,7
2810,K2-58 simulated 0,K2-58 simulated 504,2.1167617740215303,0.89,7
2811,K2-58 simulated 1,K2-58 simulated 504,2.6435499629198573,0.89,7
2812,K2-58 simulated 2,K2-58 simulated 504,3.7108254304354897,0.89,7
2813,K2-58 simulated 3,K2-58 simulated 504,4.0,0.89,7
2814,Kepler-127 simulated 505,Kepler-127 simulated 505,1.4,1.27,7
2815,Kepler-127 simulated 505,Kepler-127 simulated 505,2.66,1.27,7
2816,Kepler-127 simulated 505,Kepler-127 simulated 505,2.64,1.27,7
2817,Kepler-127 simulated 0,Kepler-127 simulated 505,2.5479082460046407,1.27,7
2818,Kepler-127 simulated 1,Kepler-127 simulated 505,1.585111016738256,1.27,7
2819,Kepler-127 simulated 2,Kepler-127 simulated 505,2.0647304457994906,1.27,7
2820,Kepler-127 simulated 3,Kepler-127 simulated 505,2.1036418393109573,1.27,7
2821,Kepler-357 simulated 506,Kepler-357 simulated 506,1.84,0.79,7
2822,Kepler-357 simulated 506,Kepler-357 simulated 506,2.67,0.79,7
2823,Kepler-357 simulated 506,Kepler-357 simulated 506,3.43,0.79,7
2824,Kepler-357 simulated 0,Kepler-357 simulated 506,3.0820874225364143,0.79,7
2825,Kepler-357 simulated 1,Kepler-357 simulated 506,2.961317718596892,0.79,7
2826,Kepler-357 simulated 2,Kepler-357 simulated 506,2.259538294210394,0.79,7
2827,Kepler-357 simulated 3,Kepler-357 simulated 506,3.1434774584813945,0.79,7
2828,Kepler-253 simulated 507,Kepler-253 simulated 507,1.63,0.85,7
2829,Kepler-253 simulated 507,Kepler-253 simulated 507,2.65,0.85,7
2830,Kepler-253 simulated 507,Kepler-253 simulated 507,3.17,0.85,7
2831,Kepler-253 simulated 0,Kepler-253 simulated 507,3.04414866884893,0.85,7
2832,Kepler-253 simulated 1,Kepler-253 simulated 507,3.3857954580378506,0.85,7
2833,Kepler-253 simulated 2,Kepler-253 simulated 507,4.0,0.85,7
2834,Kepler-253 simulated 3,Kepler-253 simulated 507,3.6566147374917275,0.85,7
2835,HD 96700 simulated 508,HD 96700 simulated 508,2.93,0.89,7
2836,HD 96700 simulated 508,HD 96700 simulated 508,1.69,0.89,7
2837,HD 96700 simulated 508,HD 96700 simulated 508,3.61,0.89,7
2838,HD 96700 simulated 0,HD 96700 simulated 508,3.8541296369246467,0.89,7
2839,HD 96700 simulated 1,HD 96700 simulated 508,4.0,0.89,7
2840,HD 96700 simulated 2,HD 96700 simulated 508,4.0,0.89,7
2841,HD 96700 simulated 3,HD 96700 simulated 508,2.3089398333872495,0.89,7
2842,Kepler-238 simulated 509,Kepler-238 simulated 509,1.73,1.06,7
2843,Kepler-238 simulated 509,Kepler-238 simulated 509,2.39,1.06,7
2844,Kepler-238 simulated 509,Kepler-238 simulated 509,3.07,1.06,7
2845,Kepler-238 simulated 509,Kepler-238 simulated 509,2.0,1.06,7
2846,Kepler-238 simulated 0,Kepler-238 simulated 509,4.0,1.06,7
2847,Kepler-238 simulated 1,Kepler-238 simulated 509,3.737965032120056,1.06,7
2848,Kepler-238 simulated 2,Kepler-238 simulated 509,4.0,1.06,7
2849,Kepler-256 simulated 510,Kepler-256 simulated 510,1.59,0.97,7
2850,Kepler-256 simulated 510,Kepler-256 simulated 510,2.15,0.97,7
2851,Kepler-256 simulated 510,Kepler-256 simulated 510,2.48,0.97,7
2852,Kepler-256 simulated 510,Kepler-256 simulated 510,2.35,0.97,7
2853,Kepler-256 simulated 0,Kepler-256 simulated 510,4.0,0.97,7
2854,Kepler-256 simulated 1,Kepler-256 simulated 510,2.0264078751090686,0.97,7
2855,Kepler-256 simulated 2,Kepler-256 simulated 510,1.5164105243505033,0.97,7
2856,HD 20794 simulated 511,HD 20794 simulated 511,1.45,0.7,7
2857,HD 20794 simulated 511,HD 20794 simulated 511,1.35,0.7,7
2858,HD 20794 simulated 511,HD 20794 simulated 511,2.04,0.7,7
2859,HD 20794 simulated 511,HD 20794 simulated 511,2.03,0.7,7
2860,HD 20794 simulated 0,HD 20794 simulated 511,2.2507444767333067,0.7,7
2861,HD 20794 simulated 1,HD 20794 simulated 511,0.9628059787657957,0.7,7
2862,HD 20794 simulated 2,HD 20794 simulated 511,1.1525516931170845,0.7,7
2863,Kepler-197 simulated 512,Kepler-197 simulated 512,1.02,0.86,7
2864,Kepler-197 simulated 512,Kepler-197 simulated 512,1.23,0.86,7
2865,Kepler-197 simulated 512,Kepler-197 simulated 512,1.22,0.86,7
2866,Kepler-197 simulated 512,Kepler-197 simulated 512,0.91,0.86,7
2867,Kepler-197 simulated 0,Kepler-197 simulated 512,1.3153146910821432,0.86,7
2868,Kepler-197 simulated 1,Kepler-197 simulated 512,1.1188098236109882,0.86,7
2869,Kepler-197 simulated 2,Kepler-197 simulated 512,1.101626527282599,0.86,7
2870,Kepler-616 simulated 513,Kepler-616 simulated 513,2.43,0.98,7
2871,Kepler-616 simulated 513,Kepler-616 simulated 513,3.41,0.98,7
2872,Kepler-616 simulated 513,Kepler-616 simulated 513,2.653,0.98,7
2873,Kepler-616 simulated 0,Kepler-616 simulated 513,1.8580890650133326,0.98,7
2874,Kepler-616 simulated 1,Kepler-616 simulated 513,1.99803704296814,0.98,7
2875,Kepler-616 simulated 2,Kepler-616 simulated 513,1.8884231080707268,0.98,7
2876,Kepler-616 simulated 3,Kepler-616 simulated 513,1.510105994534636,0.98,7
2877,Kepler-253 simulated 514,Kepler-253 simulated 514,1.63,0.85,7
2878,Kepler-253 simulated 514,Kepler-253 simulated 514,2.65,0.85,7
2879,Kepler-253 simulated 514,Kepler-253 simulated 514,3.17,0.85,7
2880,Kepler-253 simulated 0,Kepler-253 simulated 514,3.7523730610025123,0.85,7
2881,Kepler-253 simulated 1,Kepler-253 simulated 514,4.0,0.85,7
2882,Kepler-253 simulated 2,Kepler-253 simulated 514,2.1688434853106204,0.85,7
2883,Kepler-253 simulated 3,Kepler-253 simulated 514,1.5266851341314553,0.85,7
2884,TOI-270 simulated 515,TOI-270 simulated 515,1.206,0.39,7
2885,TOI-270 simulated 515,TOI-270 simulated 515,2.355,0.39,7
2886,TOI-270 simulated 515,TOI-270 simulated 515,2.133,0.39,7
2887,TOI-270 simulated 0,TOI-270 simulated 515,2.3384281983124744,0.39,7
2888,TOI-270 simulated 1,TOI-270 simulated 515,2.6688412488789974,0.39,7
2889,TOI-270 simulated 2,TOI-270 simulated 515,1.9763806388752325,0.39,7
2890,TOI-270 simulated 3,TOI-270 simulated 515,2.279391543983634,0.39,7
2891,HD 96700 simulated 516,HD 96700 simulated 516,2.93,0.89,7
2892,HD 96700 simulated 516,HD 96700 simulated 516,1.69,0.89,7
2893,HD 96700 simulated 516,HD 96700 simulated 516,3.61,0.89,7
2894,HD 96700 simulated 0,HD 96700 simulated 516,3.4250224292207356,0.89,7
2895,HD 96700 simulated 1,HD 96700 simulated 516,2.5825753149472064,0.89,7
2896,HD 96700 simulated 2,HD 96700 simulated 516,1.6440358458546547,0.89,7
2897,HD 96700 simulated 3,HD 96700 simulated 516,4.0,0.89,7
2898,Kepler-124 simulated 517,Kepler-124 simulated 517,0.73,0.84,7
2899,Kepler-124 simulated 517,Kepler-124 simulated 517,1.75,0.84,7
2900,Kepler-124 simulated 517,Kepler-124 simulated 517,1.11,0.84,7
2901,Kepler-124 simulated 0,Kepler-124 simulated 517,1.4991819381141458,0.84,7
2902,Kepler-124 simulated 1,Kepler-124 simulated 517,2.7023512255282878,0.84,7
2903,Kepler-124 simulated 2,Kepler-124 simulated 517,2.65436169169012,0.84,7
2904,Kepler-124 simulated 3,Kepler-124 simulated 517,2.653802221251429,0.84,7
2905,Kepler-65 simulated 518,Kepler-65 simulated 518,1.42,1.25,7
2906,Kepler-65 simulated 518,Kepler-65 simulated 518,2.58,1.25,7
2907,Kepler-65 simulated 518,Kepler-65 simulated 518,1.52,1.25,7
2908,Kepler-65 simulated 0,Kepler-65 simulated 518,2.373489172263851,1.25,7
2909,Kepler-65 simulated 1,Kepler-65 simulated 518,2.9722162423497496,1.25,7
2910,Kepler-65 simulated 2,Kepler-65 simulated 518,4.0,1.25,7
2911,Kepler-65 simulated 3,Kepler-65 simulated 518,3.2558987015976237,1.25,7
2912,K2-32 simulated 519,K2-32 simulated 519,3.134,0.83,7
2913,K2-32 simulated 519,K2-32 simulated 519,3.484,0.83,7
2914,K2-32 simulated 519,K2-32 simulated 519,1.212,0.83,7
2915,K2-32 simulated 0,K2-32 simulated 519,1.199711818923376,0.83,7
2916,K2-32 simulated 1,K2-32 simulated 519,1.2449387717580174,0.83,7
2917,K2-32 simulated 2,K2-32 simulated 519,2.4646909220757114,0.83,7
2918,K2-32 simulated 3,K2-32 simulated 519,1.0946710112912714,0.83,7
2919,Kepler-305 simulated 520,Kepler-305 simulated 520,3.6,0.79,7
2920,Kepler-305 simulated 520,Kepler-305 simulated 520,3.3,0.79,7
2921,Kepler-305 simulated 520,Kepler-305 simulated 520,2.76,0.79,7
